--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
 ɛhia                    	 ɛhia                    	0.9953
 Mintiw                  	 Mintiw                  	0.6244
 AGYAPADE                	 AGYAPADE                	0.8581
 wɔbɛde                  	 wɔbɛde                  	0.5966
 Londa                   	 Londa                   	0.9897
 nkutu                   	 nkutu                   	0.5381
 moresane                	 moresane                	0.3653
 meteɛteɛm               	 meteɛteɛm               	0.9162
 Twilight                	 Twilight                	0.8244
 supɔ                    	 supɔ                    	0.8715
 Wɔkɔhyɛɛ                	 Wɔkɔhyɛɛ                	0.9929
 ɛn                      	 ɛn                      	0.9382
 Dr                      	 Dr                      	0.9370
 wɔabehyia               	 wɔabehyia               	0.6431
 Linɔolnton              	 Linɔolnton              	0.7008
 AKYERɛWFO               	 AKYERɛWFO               	0.4828
 bɛk                     	 bɛk                     	0.9998
 Skin                    	 Skin                    	0.9577
 ɛn                      	 ɛn                      	0.6599
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
 yɛasrasra               	 yɛasrasra               	0.9795
 dinkyerɛw               	 dinkyerɛw               	0.5641
 We                      	 We                      	0.9994
 Ingeborg                	 Ingeborg                	0.9946
 Gelilot                 	 Gelilot                 	0.8671
 .                       	 .                       	0.9959
 ɔrebɛsɔ                 	 ɔrebɛsɔ                 	0.6726
 mennnom                 	 mennnom                 	0.7718
 Ba.                     	 Ba.                     	0.9207
 MaameAkua               	 MaameAkua               	0.2979
 Tuxill                  	 Tuxill                  	0.8369
 AHɔHODAN                	 ABɔHODAN                	0.2470
 yomaforo                	 yumaforo                	0.5572
 Raɔquel                 	 Raɔquel                 	0.9186
 Oɔosingo                	 Oɔosingo                	0.9652
 raves                   	 raves                   	0.6974
 NNUM                    	 NNUM                    	0.9839
 MISUA                   	 MISUA                   	0.3609
 Dadamubɛtɛɛyɛ           	 Dadamubɛtɛɛyɛ           	0.8176
 Fot                     	 Fɔt                     	0.9578
 esu                     	 esu                     	0.9946
 moanhwe                 	 moanhwe                 	0.2343
 morekosiesie            	 morekosiesie            	0.5441
 smsing                  	 smsing                  	0.9104
 Yɛmmfa                  	 Yɛmmfa                  	0.4526
 ɔbayɛnfoɔ               	 ɔbayɛnfoɔ               	0.6800
 matwe                   	 matwe                   	0.4847
 Talmai.                 	 Talmai.                 	0.7511
 abansifo                	 abansifo                	0.8885
 aureus                  	 aureus                  	0.3192
 hwamhwam                	 hwamhwam                	0.3914
 Mommma                  	 Mommma                  	0.6976
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
 sikapɛ                  	 sikapɛ                  	0.9567
 worehuan                	 worehuan                	0.8281
 Dwumayɛfo               	 Dwumayɛfo               	0.7283
 Twenty                  	 Twenty                  	0.9746
 apatrɛ                  	 apatrɛ                  	0.9947
 woyare                  	 woyare                  	0.4563
 wɔbɛmua                 	 wɔbɛmua                 	0.7001
 nnaf                    	 nnaf                    	0.9249
 onnsoso                 	 onnsoso                 	0.9996
 ebetwam                 	 ebetwam                 	0.7806
 Egypt                   	 Eexpt                   	0.4847
 Yɛkwati                 	 Yɛkwati                 	0.4658
 atukɔfo                 	 atukɔfo                 	0.6945
 abɛn!                   	 abɛn!                   	0.9359
 Foinikefo               	 Foinikefo               	0.9989
 didiiɛ                  	 didiiɛ                  	0.6108
 Ayibge                  	 Ayibge                  	0.9896
 ɛmpare                  	 ɛmpare                  	0.9595
 EduɔationWinneba        	 EduɔationWinneba        	0.2484
 Marti                   	 Marti                   	0.6787
 wɔbɛbata                	 wɔbɛbata                	0.8323
 pi                      	 pi                      	0.9966
 Yɛrekae                 	 Yɛrekae                 	0.9087
 LMS                     	 LMS                     	0.8765
 NY                      	 NY                      	0.9994
 yɛrek                   	 yɛrek                   	0.9965
 Figure                  	 Figure                  	0.6307
 adommenade              	 adommenade              	0.3222
 Kookoo                  	 Kookoo                  	0.9490
 Tito                    	 Tito                    	0.8960
 opinkyɛn                	 opinkyɛn                	0.3945
 namtɔn                  	 namtɔn                  	0.4317
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
 menyaa                  	 menyaa                  	0.8215
 kam                     	 kam                     	0.9987
 Mehwa                   	 Mehwa                   	0.7437
 SETSUKO                 	 SETSUKO                 	0.1746
 ɔyɛnee                  	 ɔyɛnee                  	0.9834
 ynt.                    	 ynt.                    	0.7205
 panin                   	 panin                   	0.8123
 wabɛtetew               	 wabɛtetew               	0.6013
 sɛnkyerɛnnede           	 sakyerɛanede            	0.0007
 wu                      	 wu                      	0.6573
 wɔnkɔsɛn                	 wɔnkɔsɛn                	0.5695
 busueni                 	 busueni                 	0.5180
 Nkwammoaa               	 Nkwammoaa               	0.1191
 Begye                   	 Begye                   	0.9899
 Robin                   	 Robin                   	0.9799
 Perloɔutionary          	 Perloɔutionary          	0.5066
 empusu                  	 empusu                  	0.7365
